Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Access Type,Source,EID
"Carter Leno, V., Chandler, S., White, P., Pickles, A., Baird, G., Hobson, C., Smith, A.B., Charman, T., Rubia, K., Simonoff, E.","52263310500; 25822308500; 57199145080; 35974712300; 7102025681; 51161144500; 55498578700; 7006913774; 6701327490; 23568462900","Testing the specificity of executive functioning impairments in adolescents with ADHD, ODD/CD and ASD",2018,"European Child and Adolescent Psychiatry",27,"7",,899,908,,8,10.1007/s00787-017-1089-5,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85037630014&partnerID=40&md5=722f0a8329337b6ea2dabe78bd6704de",Article,Final,Open Access,Scopus,2-s2.0-85037630014
"Matemba, E.D., Li, G., Maiseli, B.J.","57200076570; 55713829700; 55869157000","Consumers' stickiness to mobile payment applications: An empirical study of wechat wallet",2018,"Journal of Database Management",29,"3",,43,66,,1,10.4018/JDM.2018070103,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85059773879&partnerID=40&md5=62e633334afd77c52b8d3b2cdebf9028",Article,Final,,Scopus,2-s2.0-85059773879
"Herbert, M.S., Leung, D.W., Pittman, J.O.E., Floto, E., Afari, N.","55506076400; 57202546763; 35318234900; 55330506500; 57207500924","Race/ethnicity, psychological resilience, and social support among OEF/OIF combat veterans",2018,"Psychiatry Research",265,"",,265,270,,,10.1016/j.psychres.2018.04.052,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85048716108&partnerID=40&md5=c6eafb3c47bd324122f524f6b17fb6b2",Article,Final,,Scopus,2-s2.0-85048716108
"Travers, B.G., Mason, A.H., Gruben, K.G., Dean, D.C., McLaughlin, K.","25026240000; 7203073987; 6701562142; 57208075525; 57206307203","Standing balance on unsteady surfaces in children on the autism spectrum: The effects of IQ",2018,"Research in Autism Spectrum Disorders",51,"",,9,17,,1,10.1016/j.rasd.2018.03.008,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85044592107&partnerID=40&md5=04b93111c04bc480e700d0b713ac8556",Article,Final,,Scopus,2-s2.0-85044592107
"Forkmann, T., Stenzel, J.-S., Rath, D., Glaesmer, H., Teismann, T.","26032515500; 57194725138; 57190427955; 6507146556; 25224099600","Defeated by Life - Validation of a German Version of the Defeat Scale (DS-d) | Vom Leben geschlagen - Validierung der deutschen Version der Defeat Scale (DS-d)",2018,"PPmP Psychotherapie Psychosomatik Medizinische Psychologie",68,"7",,300,308,,,10.1055/s-0043-107027,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85021830983&partnerID=40&md5=d2bb884d2bc3bea91cbcad9b4d56accc",Article,Final,Open Access,Scopus,2-s2.0-85021830983
"Ramezani, A., Djalali, M., Yosefinejad, A.","57093382500; 22955394800; 57202911961","Changes in lipid profiles among patients with with coronary vascular diseases treated with omega3 and Vitamin E: A randomized control clinical trial",2018,"Journal of Mazandaran University of Medical Sciences",28,"162",,1,11,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85049791491&partnerID=40&md5=38844b9d05d504a41898691cae7e5481",Article,Final,,Scopus,2-s2.0-85049791491
"Olszowski, T., Ziembik, Z.","15751528400; 6506723937","An alternative conception of PM<inf>10</inf> concentration changes after short-term precipitation in urban environment",2018,"Journal of Aerosol Science",121,"",,21,30,,,10.1016/j.jaerosci.2018.04.001,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85045300885&partnerID=40&md5=439d2de4efd7692b071ffe7750f83728",Article,Final,,Scopus,2-s2.0-85045300885
"Barrech, A., Seubert, C., Glaser, J., Gündel, H.","56029931300; 56684922200; 7202848666; 7004517847","Can a workplace leadership intervention reduce job insecurity and improve health? Results from a field study",2018,"International Archives of Occupational and Environmental Health",91,"5",,547,557,,1,10.1007/s00420-018-1302-y,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85044279806&partnerID=40&md5=65bb7be7469fe82b7980852b01e3446f",Article,Final,,Scopus,2-s2.0-85044279806
"McCann, R.S., Bolding, B.A., Terada, M., Kosik, K.B., Crossett, I.D., Gribble, P.A.","56888450700; 57194448683; 55676350200; 56888495800; 57194439398; 34770746800","Isometric hip strength and dynamic stability of individuals with chronic ankle instability",2018,"Journal of Athletic Training",53,"7",,672,678,,3,10.4085/1062-6050-238-17,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85053194865&partnerID=40&md5=ce70f593bbe7e6223cf4d7e55cda5ed0",Article,Final,Open Access,Scopus,2-s2.0-85053194865
"Malmborg, J.S., Olsson, M.C., Bergman, S., Bremander, A.","57192237354; 57192257728; 9742225200; 6507704605","Musculoskeletal pain and its association with maturity and sports performance in 14-year-old sport school students",2018,"BMJ Open Sport and Exercise Medicine",4,"1", e000395,,,,,10.1136/bmjsem-2018-000395,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85050373874&partnerID=40&md5=254241ebd1607955f37675f05a02ab01",Article,Final,Open Access,Scopus,2-s2.0-85050373874
"Dillard, J.P., Yang, C., Li, R.","7006131004; 57203495793; 56640141200","Self-regulation of emotional responses to zika: Spiral of fear",2018,"PLoS ONE",13,"7", e0199828,,,,,10.1371/journal.pone.0199828,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85049626083&partnerID=40&md5=0f59d6762a8a192f9633c87a470ba6ab",Article,Final,Open Access,Scopus,2-s2.0-85049626083
"Chen, C.-K., Tsai, T.-H., Lin, Y.-C., Lin, C.-C., Hsu, S.-C., Chung, C.-Y., Pei, Y.-C., Wong, A.M.K.","15746363800; 27068100500; 17346081500; 57144923100; 7403183985; 7403613212; 55776839600; 55840778800","Acceptance of different design exergames in elders",2018,"PLoS ONE",13,"7", e0200185,,,,1,10.1371/journal.pone.0200185,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85049510189&partnerID=40&md5=ef38c6c37c6e07c8eef1dec5ff368b7e",Article,Final,Open Access,Scopus,2-s2.0-85049510189
"Makarewich, C.A., Anderson, M.B., Gililland, J.M., Pelt, C.E., Peters, C.L.","35181608500; 55257316800; 57202027075; 57203407739; 57203312727","Ten-year survivorship of primary total hip arthroplasty in patients 30 years of age or younger",2018,"Bone and Joint Journal",100B,"7",,867,874,,5,10.1302/0301-620X.100B7.BJJ-2017-1603.R1,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85049414249&partnerID=40&md5=5aed39bca5a712a8b3afe8b45eb019cd",Article,Final,,Scopus,2-s2.0-85049414249
"Liu, L., Cheng, J., Su, Y., Ji, N., Gao, Q., Li, H., Yang, L., Sun, L., Qian, Q., Wang, Y.","55533939100; 55492626000; 56829827900; 36196583200; 56391647000; 49461525100; 57198987660; 55700857700; 7102168580; 36104789200","Deficiency of Sustained Attention in ADHD and Its Potential Genetic Contributor MAOA",2018,"Journal of Attention Disorders",22,"9",,878,885,,2,10.1177/1087054715574832,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85049035655&partnerID=40&md5=b397cd765ec07da818283d45656af072",Article,Final,,Scopus,2-s2.0-85049035655
"Díez-Fernández, A., Martínez-Vizcaíno, V., Torres-Costoso, A., Cañete García-Prieto, J., Franquelo-Morales, P., Sánchez-López, M.","55951417000; 6602160941; 56412037200; 56066586000; 23994771700; 24077298400","Strength and cardiometabolic risk in young adults: The mediator role of aerobic fitness and waist circumference",2018,"Scandinavian Journal of Medicine and Science in Sports",28,"7",,1801,1807,,5,10.1111/sms.13077,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85043450369&partnerID=40&md5=e2c813507b71b4afb1d0413559ec4224",Article,Final,,Scopus,2-s2.0-85043450369
"Bao, T., Iris Zhi, W., Vertosick, E.A., Li, Q.S., DeRito, J., Vickers, A., Cassileth, B.R., Mao, J.J., Van Zee, K.J.","23968897400; 57201086555; 55550212000; 55253558900; 57201090111; 35417733500; 7004992751; 7402727722; 7005153322","Acupuncture for breast cancer-related lymphedema: a randomized controlled trial",2018,"Breast Cancer Research and Treatment",170,"1",,77,87,,4,10.1007/s10549-018-4743-9,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85043366890&partnerID=40&md5=bd73bd0642ceb19e481b59509e3846d0",Article,Final,,Scopus,2-s2.0-85043366890
"Han, C.J., Korde, L.A., Reding, S., Allott, K., Van Doren, M., Schwarz, Y., Vaughan, C., Reding, K.W.","56493706700; 23477751900; 57200653934; 57200659300; 57200645209; 16231205100; 57200642015; 25422875300","Investigation of a Lifestyle Intervention in Women at High Risk of Breast Cancer",2018,"Western Journal of Nursing Research",40,"7",,976,996,,1,10.1177/0193945917697227,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85042132014&partnerID=40&md5=aa93bcd651f5f284f72c43b176e0a618",Article,Final,,Scopus,2-s2.0-85042132014
"Gili-Miner, M., López-Méndez, J., Vilches-Arenas, A., Ramírez-Ramírez, G., Franco-Fernández, D., Sala-Turrens, J., Béjar-Prado, L.","6602703674; 6506909875; 54581714800; 56030726300; 6507631114; 36028923300; 16416932100","Multiple sclerosis and alcohol use disorders: In-hospital mortality, extended hospital stays, and overexpenditures | Esclerosis múltiple y trastornos asociados al consumo de alcohol: mortalidad atribuible, prolongación de estancias y exceso de costes hospitalarios",2018,"Neurologia",33,"6",,351,359,,,10.1016/j.nrl.2016.07.008,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85001820417&partnerID=40&md5=87e48340ad1d90ad7eb7608bfcefcf45",Article,Final,Open Access,Scopus,2-s2.0-85001820417
"Perrino, T., Estrada, Y., Huang, S., St. George, S., Pantin, H., Cano, M.Á., Lee, T.K., Prado, G.","6603459077; 54961328600; 23396975100; 36452686600; 6701526247; 36141884200; 55736167700; 7004539692","Predictors of Participation in an eHealth, Family-Based Preventive Intervention for Hispanic Youth",2018,"Prevention Science",19,"5",,630,641,,8,10.1007/s11121-016-0711-y,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84990861480&partnerID=40&md5=75edbcc2bde98608b15e8fec07eb9f70",Article,Final,,Scopus,2-s2.0-84990861480
"Santos, I.F., Machado, P.P.P., Esteves, F.","57203729447; 7006379454; 7004375639","Development and validation of the Portuguese version of the Eating Disorder Diagnostic Scale | Desarrollo y validación de la versión portuguesa de la Escala de Diagnóstico del Trastorno Alimentario",2018,"Ansiedad y Estres",24,"2-3",,81,89,,,10.1016/j.anyes.2018.07.002,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85052726752&partnerID=40&md5=d23a0c7f71f560cf6de9b9d6cf9039bd",Article,Final,,Scopus,2-s2.0-85052726752
"Setyowibowo, H., Purba, F.D., Hunfeld, J.A.M., Iskandarsyah, A., Sadarjoen, S.S., Passchier, J., Sijbrandij, M.","57194049658; 57191756452; 7004001974; 55597384800; 55597814300; 7005518563; 14066824800","Quality of life and health status of Indonesian women with breast cancer symptoms before the definitive diagnosis: A comparison with Indonesian women in general",2018,"PLoS ONE",13,"7", e0200966,,,,3,10.1371/journal.pone.0200966,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85050299422&partnerID=40&md5=8db155bafe4aca3a9b3914af61fbba86",Article,Final,Open Access,Scopus,2-s2.0-85050299422
"Forthman, M., Weirauch, C.","55340042400; 6506138226","Phylogenetic comparative analysis supports aposematic colouration–body size association in millipede assassins (Hemiptera: Reduviidae: Ectrichodiinae)",2018,"Journal of Evolutionary Biology",31,"7",,1071,1078,,,10.1111/jeb.13288,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85049337482&partnerID=40&md5=98844fb2951b7afd79c8afe5b5715217",Article,Final,,Scopus,2-s2.0-85049337482
"Chang, D.Y., Lu, P.-F.","24280566900; 57202776448","How consumption situation anticipated and risk acceptance affect the novelty–intention relationship: A moderated mediation model",2018,"International Journal of Tourism Research",20,"4",,498,507,,,10.1002/jtr.2199,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85049308384&partnerID=40&md5=6ccffddd16caf1451d847d56e87ded05",Article,Final,,Scopus,2-s2.0-85049308384
"Koposov, R., Stickley, A., Ruchkin, V.","6602299022; 22951777700; 7006524218","Inhalant use in adolescents in northern Russia",2018,"Social Psychiatry and Psychiatric Epidemiology",53,"7",,709,716,,,10.1007/s00127-018-1524-z,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85048705009&partnerID=40&md5=8813dbed5a2b4b42ff885023592e8a12",Article,Final,Open Access,Scopus,2-s2.0-85048705009
"Ardini, G., Lee, M.-Y.","57201983365; 56143640800","Do IFQs in the US atlantic sea scallop fishery impact price and size?",2018,"Marine Resource Economics",33,"3",,265,288,,2,10.1086/698199,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85046661820&partnerID=40&md5=ce5f408eb38ea153e19d206ebe7c28ee",Article,Final,,Scopus,2-s2.0-85046661820
"Boeck, C., Pfister, S., Bürkle, A., Vanhooren, V., Libert, C., Salinas-Manrique, J., Dietrich, D.E., Kolassa, I.-T., Karabatsiakis, A.","57191628223; 57201061436; 7004526177; 23010669700; 7006603723; 56244970500; 55142923200; 6505534161; 55675329500","Alterations of the serum N-glycan profile in female patients with Major Depressive Disorder",2018,"Journal of Affective Disorders",234,"",,139,147,,2,10.1016/j.jad.2018.02.082,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85043247273&partnerID=40&md5=5e1d58660bb9d38f1ba17759bf6f34f3",Article,Final,,Scopus,2-s2.0-85043247273
"Cicone, F., Santaguida, M.G., My, G., Mancuso, G., Papa, A., Persechino, R., Virili, C., Brusca, N., Tofani, A., Scopinaro, F., Centanni, M.","24066338400; 23478391800; 57200108885; 57200114074; 55001789200; 57200109083; 21234615500; 56318500100; 7005884925; 7004613228; 7004087008","Hyperhomocysteinemia in acute iatrogenic hypothyroidism: the relevance of thyroid autoimmunity",2018,"Journal of Endocrinological Investigation",41,"7",,831,837,,1,10.1007/s40618-017-0811-y,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85039709823&partnerID=40&md5=edef4bee85bbe01a4949be7a051fcf0d",Article,Final,,Scopus,2-s2.0-85039709823
"Zhao, C.-X., Shen, S.-C., Rao, L.-L., Zheng, R., Liu, H., Li, S.","56585072000; 57198430996; 25923546000; 36700590400; 57191739226; 57201891369","Suffering a Loss Is Good Fortune: Myth or Reality?",2018,"Journal of Behavioral Decision Making",31,"3",,324,340,,1,10.1002/bdm.2056,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85036534151&partnerID=40&md5=e471eb1083442a8271ab5922479fda29",Article,Final,Open Access,Scopus,2-s2.0-85036534151
"Wickrama, K.A.S., O'Neal, C.W., Lorenz, F.O.","7003681891; 54400268500; 35425562800","The decade-long effect of work insecurity on husbands' and wives' midlife health mediated by anxiety: A dyadic analysis",2018,"Journal of Occupational Health Psychology",23,"3",,350,360,,1,10.1037/ocp0000084,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85017175589&partnerID=40&md5=88332219e87262bf91a520b9d1c1489f",Article,Final,,Scopus,2-s2.0-85017175589
"Van Ryckeghem, D.M.L., Van Damme, S., Vervoort, T.","36446834400; 6701787190; 14326439900","Does attention bias modification training impact on task performance in the context of pain: An experimental study in healthy participants",2018,"PLoS ONE",13,"7", e0200629,,,,1,10.1371/journal.pone.0200629,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85050158948&partnerID=40&md5=925d5038c7f7e167090bd40fe59779e2",Article,Final,Open Access,Scopus,2-s2.0-85050158948
"Vozikaki, M., Papadaki, A., Linardakis, M., Philalithis, A.","56545748400; 8966847000; 6603221695; 24448568000","Social isolation and well-being among older adults in Europe",2018,"Archives of Hellenic Medicine",35,"4",,506,519,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85051285832&partnerID=40&md5=007a6cbe66df20be3675862b552eccd3",Article,Final,,Scopus,2-s2.0-85051285832
"Aldridge, V.K., Dovey, T.M., El Hawi, N., Martiniuc, A., Martin, C.I., Meyer, C.","25923781700; 8775322000; 57202913934; 57202913187; 35230204800; 7403586865","OBSERVATION AND COMPARISON OF MEALTIME BEHAVIORS IN A SAMPLE OF CHILDREN WITH AVOIDANT/RESTRICTIVE FOOD INTAKE DISORDERS AND A CONTROL SAMPLE OF CHILDREN WITH TYPICAL DEVELOPMENT",2018,"Infant Mental Health Journal",39,"4",,410,422,,2,10.1002/imhj.21722,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85049809961&partnerID=40&md5=8b1904ae27f742f65624ffefdde66f6d",Article,Final,,Scopus,2-s2.0-85049809961
"Mathias, C.W., Stanford, M.S., Liang, Y., Goros, M., Charles, N.E., Sheftall, A.H., Mullen, J., Hill-Kapturczak, N., Acheson, A., Olvera, R.L., Dougherty, D.M.","7102497794; 7005918815; 55479381000; 55853613000; 55347328900; 35995750600; 10839767500; 7801568149; 13403469100; 6603986460; 7101912680","A test of the psychometric characteristics of the BIS-Brief among three groups of youth",2018,"Psychological Assessment",30,"7",,847,856,,,10.1037/pas0000531,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85049539352&partnerID=40&md5=1d9249b0e3b4e6d1605d9cb7fcfd5c92",Article,Final,,Scopus,2-s2.0-85049539352
"Ichinose, K., Sato, S., Kitajima, Y., Horai, Y., Fujikawa, K., Umeda, M., Fukui, S., Nishino, A., Koga, T., Kawashiri, S.Y., Iwamoto, N., Tamai, M., Nakamura, H., Origuchi, T., Yasuhi, I., Masuzaki, H., Kawakami, A.","16312524600; 56849701000; 56328267700; 34872357900; 17034616800; 57209891718; 56712347100; 42662070900; 23097747000; 57065820300; 16312745900; 57210231219; 36622058200; 7003431327; 6603612379; 55372287500; 55535844200","The efficacy of adjunct tacrolimus treatment in pregnancy outcomes in patients with systemic lupus erythematosus",2018,"Lupus",27,"8",,1312,1320,,,10.1177/0961203318770536,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85045833622&partnerID=40&md5=7aeb4846619c0b20c9ccb3407c5cabe7",Article,Final,,Scopus,2-s2.0-85045833622
